"name","unique_skills_required","highest_avg_salary"
"Boston Consulting Group","108","253000"
"Boston Government Services Llc","10","100000"
"Boston Government Services, LLC (BGS)","4","117500"
"Boston Hire","2","70000"
"Boston Mutual Life Insurance Company","11","147500"
"Boston Planning and Development Agency","6","65038"
"Boston Public Health Commission","9","87500"
"Boston Scientific","61","54000"
"Bottomline Technologies","12","111175"
"Bouldering Project","3","110000"
"Bow Wave LLC","22","160000"
"Bowery Farming","2","172500"
"Box","46","174000"
"Box Inc","4","174000"
"BP Midstream Partners LP","12","90000"
"Brady Corporation","15","90000"
"Brahma consulting group","2","110809"
"Brainlab","10","166000"
"BrainStation","14","105000"
"Braintree Technology","21","97277"
"Braintree Technology Solutions","10","120000"
"Braintrust","84","225000"
"Branch","20","125000"
"Brave Thinking Institute","7","72500"
"Bravo Care","10","122500"
"Braze","24","155125"
"Bresatech","5","112500"
"Brewer Morris","11","180000"
"BridgeU","11","72900"
"Bright Apps LLC","14","125000"
"Bright Horizons Family Solutions","8","125000"
"Bright House Financial, LLC","13","115000"
"Bright Machines","7","147500"
"Bright Minds","10","137500"
"Bright Power","7","65000"
"Bright Star Solutions LLC","2","210000"
"Brightcove","33","221500"
"BrightHire Search Partners Inc.","9","220000"
"Brighton Solutions, Inc.","3","115000"
"Brightseed","4","145500"
"Brightspeed","34","147500"
"Brightwing","6","125000"
"BRILTALENTA","1","65000"
"Brimar Industries","2","47500"
"Brine Group","8","172500"
"Bristol Myers Squibb","86","181765"
"BristolMyers Squibb","15","199000"
"Broadridge","37","123000"
"Brooklinen","7","105000"
"Brooksource","106","190000"
"Brookwood Search & Selection","2","185000"
"Brown & Brown, Inc.","7","170000"
"Brown Construction Services, Inc.","4","85000"
"Bruin","13","225000"
"BSE Global","8","97500"
"BSN Sports","2","108416"
"BT Group","56","162000"
"BTC Electronic Components","6","90000"
"Btechnical Group","17","80000"
"Buchanan & Edwards","32","155000"
"Buchanan And Edwards Inc","5","203530"
"Buchanan Technologies","5","101014"
"Budget, Division of","5","64033"
"Builder.ai","29","88128"
"BukuWarung","3","111175"
"Bull City Talent Group","47","80000"
"Bunge","35","90000"
"bunq","7","97444"
"Bureau of Fiscal Services","17","113770"
"Burgiss","26","75000"
"Burlington Stores","21","115000"
"Burtch Works","66","220000"
"Business & Decision","56","157500"
"Business Development Bank of Canada","17","126268"
"Butler Aerospace & Defense","6","77960"
"Buzzer","15","157500"
"BYLT Basics","2","110000"
"byte®","5","120000"
"ByteDance","48","224500"
"Byterat","8","150000"
"C.H. Robinson","34","162500"
"C2R Ventures","9","115000"
"C3 AI","25","154000"
"C3.ai","26","157500"
"C3.ai, Inc.","21","135000"
"C4ADS","13","65000"
"CACI","96","125000"
"CACI International","63","138750"
"CACI International Inc","74","138750"
"CACI International Inc.","41","150000"
"Cadillac Fairview","9","125000"
"Cadmus","25","96773"
"CAE Inc","22","90000"
"CAFU","20","98500"
"Calbright College","13","115443"
"Calhoun International","36","135000"
"Calhoun International, LLC","5","95000"
"Calibrated Staffing","7","187500"
"California Association of Realtors","2","55000"
"California Creative Solutions Inc.","5","117500"
"California Department of Public Health (CDPH)","1","55668"
"California Health & Wellness","4","103600"
"California Life Company","6","150000"
"California State University","15","80718"
"Call Journey","2","53338"
"CalOptima","16","87500"
"Caltrans","7","78294"
"Calypso AI","5","90000"
"Cambiar Education","5","110000"
"Cambium Learning Group","17","115000"
"Cambridge Epigenetix","8","166942"
"Cambridge University Press & Assessment","35","122500"
"Camden Coalition of Healthcare","9","100000"
"Camden Kelly Corporation","5","165000"
"Camino Real Community Services","5","34769"
"Campaign.AI","4","225000"
"Campari Group","13","86400"
"Canada Pension Plan Investment Board","29","125000"
"Canadian Executive Search Group Inc.","4","90000"
"Canadian Tire","19","90000"
"Candor PS","4","175000"
"Cannify - Mahshan LLC.","3","58251"
"Canon","22","90000"
"Canva","45","170575"
"Canvas Worldwide","1","82500"
"Capco","76","165000"
"Cape Analytics","18","175000"
"CAPE Analytics","18","175000"
"Capgemini","147","225000"
"Capgemini Engineering","111","152500"
"Capio Group","11","145000"
"CAPITAL CFO+ LLC","1","56000"
"CAPITAL DISTRICT PHYSICIANS HEALTH PLAN INC","20","107250"
"Capital Fund Management","15","137500"
"Capital Group | American Funds","9","115000"
"Capital Group Companies","14","144825"
"Capital Markets Recruitment","11","300000"
"Capital One","77","348000"
"Capital One Financial Corporation","35","375000"
"capital.com","14","102500"
"Capitol Building Supply","1","70000"
"Capitol Federal","7","90000"
"Capricorn Systems, Inc.","11","130000"
"Capstone IT","6","112500"
"CapTech Consulting","36","145257"
"CaptivateIQ","6","155486"
"Captivation Software","15","217500"
"Carbon Tracker","4","80000"
"Cardinal Health","70","143500"
"Cardlytics","18","125000"
"CardWorks Servicing","5","129373"
"Care.com","13","350000"
"CareCentrix","1","100000"
"Career Developers","4","140000"
"Career Movement","7","110000"
"Career Transitions, LLC","7","92500"
"Careers | Federal Highway Administration","2","98496"
"CAREERXCHANGE, INC.","3","98910"
"CareFirst BlueCross BlueShield","42","175000"
"Cargill","54","170000"
"Cargomatic","19","175000"
"CarGurus","20","111175"
"Caris Life Sciences","43","90000"
"CarMax","19","135000"
"Carmel Partners Management, LLC","3","140000"
"Carnival","5","63450"
"Carousel Consultancy Ltd","3","97000"
"Carousell Group","33","166420"
"Carrie Rikon & Associates, LLC","13","80000"
"Carrie Rikon & Associates, LLC.","11","82500"
"Carrot Fertility","8","94500"
"Carta","11","150000"
"Carvana","16","125000"
"Carvant Financial LLC","2","110000"
"carwow","15","90670"
"Casdin Capital","6","175000"
"Case Management Consulting, LLC","6","95000"
"Cash App","50","272500"
"Catalist","9","79000"
"Catapult Solutions Group","10","85000"
"Catch22","6","57500"
"Caterpillar","88","148290"
"Caterpillar, Inc","40","175000"
"Catholic Charities","4","50000"
"Catholic Guardian Services","2","57500"
"Catholic Social Services of Fall River, Inc.","6","67500"
"Causaly","16","72900"
"Cava Connect","8","110000"
"CB Insights","3","59000"
"CBIZ | Network Solutions","5","57000"
"CBOE","5","95500"
"CBOE V, LLC","5","115000"
"CBRE","72","195000"
"CBRE Group, Inc","13","115000"
"CBTS","34","130000"
"CCRi","12","141500"
"CCS, LLC","7","79929"
"CD PROJEKT RED","5","147500"
"CDC Foundation","14","81047"
"CDPHP","19","125000"
"CDR Fundraising Group","6","80000"
"Cedar Cares","4","150000"
"Cedars-Sinai","29","127900"
"CEDARS-SINAI","30","163500"
"CEDENT","70","165000"
"CEI","38","50000"
"CELESTAR","12","170000"
"CELESTAR CORPORATION","19","100000"
"Celestar Holdings Corporation","8","142500"
"Celink","9","92500"
"Celonis","34","218000"
"Centauri","14","175000"
"Centauri Health Solutions","1","83400"
"Centene Corp","13","145000"
"Centene Corporation","55","145000"
"Centene Pharmacy Services","2","116000"
"Center for Naval Analyses","2","125000"
"Center for Open Science","2","73000"
"Center for Sustainable Energy (CSE)","10","52500"
"Center for the Study of Services","6","65000"
"Centered Health, Inc.","1","90000"
"Centerfield","13","135000"
"Centers for Disease Control and Prevention","9","141342"
"CenterWell","4","102800"
"CenterWell Senior Primary Care","8","124500"
"Centific","15","130000"
"Central Arizona Project","5","133000"
"Central California Alliance for Health (Remote)","4","97071"
"Central Florida Behavioral Health","1","59000"
"Central New Mexico Community College","5","48790"
"Central Park Conservancy","2","83500"
"Centraprise","51","100000"
"Centre Area Transportation Authority","3","56772"
"Centre for Strategic Infocomm Technologies","33","166000"
"Cepheid","17","170000"
"Cerberus Capital Management","25","155000"
"Cere Network","13","107500"
"Cermati.com","31","157500"
"CERN","33","70000"
"Cerner Corporation","22","90000"
"Cerrion","9","100000"
"Certus Sales Recruitment","6","90000"
"CFS - Technology","17","105000"
"CGG","32","157500"
"CGI","128","135000"
"CGI Group, Inc.","95","146500"
"CGI Inc.","51","175000"
"CGI Technologies and Solutions, Inc.","60","125500"
"CGS Business Solutions | INC 5000 Company","13","132500"
"CGS Federal (Contact Government Services)","14","170000"
"CH Robinson","19","125000"
"Chabez Tech LLC","24","90000"
"Chadwell Supply","9","60000"
"Chainalysis","34","147500"
"Chainlink Labs","27","140000"
"Chainstack","11","45000"
"Challenger Interactive Inc","5","135233"
"Chamberlain Group","24","150000"
"ChampionX","22","99250"
"Chanel","28","55700"
"CHANEL","27","75068"
"Chapman University","16","113000"
"ChargePoint","26","111175"
"Charger Logistics Inc","25","100500"
"Charles B. Wang Community Health Center","7","82500"
"Charles River Laboratories","32","127500"
"CHARLES RIVER LABORATORIES INTERNATIONAL, INC","14","175000"
"Charles Schwab","57","174259"
"Charles Schwab & Co., Inc.","8","167000"
"Charles Schwab Corporation","27","79950"
"Charlton Morris","18","154500"
"Chartboost","21","150000"
"CharterUP","6","72500"
"CHASE Professionals","4","55000"
"Checkout.com","31","166000"
"Chegg","24","113949"
"Chelsoft Solutions Co.","24","50000"
"Chemical Guys","8","132500"
"Chemours","24","216972"
"Chenega Corporation","24","375000"
"CHEP","55","87500"
"Cherokee Federal","16","102500"
"Cherokee Nation Businesses","18","115000"
"Cherry Bekaert Advisory, LLC","14","106563"
"Chevron","35","107000"
"Chewy","60","150000"
"Chicago Public Schools","15","67000"
"Chicago Trading Company (CTC)","3","185000"
"Chicago Transit Authority","37","128295"
"Chicanos Por La Causa Inc","4","57500"
"Chicken of the Sea","3","75000"
"Chief","6","190000"
"Child Care Provider","7","150000"
"Child Trends","3","120000"
"Children's Aid","14","72500"
"Children's Hospital Colorado","1","144435"
"Children's Hospital of Philadelphia","40","55000"
"Chime","20","301000"
"Chisel Analytics","12","137500"
"Choco","16","147500"
"Choice Hotels International Inc","7","90000"
"Chord","4","183000"
"Chubb","83","150000"
"Chubb INA Holdings Inc.","82","101500"
"Chuwa America Corporation","12","120000"
"CI&T","67","171121"
"CIBA Insurance Services","3","110000"
"CIBC","45","175000"
"CIBER","19","90000"
"Cielo","3","194500"
"Cielo Talent","4","117000"
"Ciena","41","90000"
"Cigna","60","151500"
"CIMMYT","14","98500"
"Cineplex Entertainment","4","125000"
"Cintas","9","75068"
"CIOX Health","3","60000"
"CipherStaff","2","137500"
"Circle","35","272500"
"Circle K Corporation","8","125000"
"Ciro","6","175000"
"Cirrus Group Consulting, Inc.","13","160000"
"CirrusDBA","6","112500"
"CirrusMD","12","175000"
"Cisco","96","216000"
"Cisco Meraki","42","193000"
"Cision","25","80850"
"CITECH","34","157500"
"Citeline","28","160000"
"Citi","134","235040"
"Citigroup Inc","43","137610"
"Citigroup Inc.","57","146500"
"Citigroup, Inc","69","375000"
"Cititec Talent","39","175000"
"Citizant","6","99150"
"Citizen","6","160000"
"Citizen.com","6","150000"
"Citizens","73","150000"
"Citizens Bank","41","135519"
"Citizens Financial Group, Inc","11","155000"
"Citron IT, Inc.","6","65000"
"City and County of Denver","6","144881"
"City and County of San Francisco","14","125931"
"City National Bank","29","136793"
"City National Bank (CNB)","20","115000"
"CITY OF ALBANY","3","64350"
"City of Augusta, GA","1","49169"
"City of Bridgeport","1","47750"
"City of Chicago","20","110664"
"City of Columbia, SC","8","81195"
"City of Columbus, GA","3","60000"
"City of Dallas, TX","9","78841"
"City of Delray Beach, FL","1","93943"
"City of Denton, TX","4","73453"
"City of Detroit","7","107494"
"City of Dubuque","5","59010"
"City of El Paso, TX","1","85310"
"City of Greenville, SC","3","74850"
"City of Hope","21","150000"
"City of Jersey City","2","61500"
"City of Lubbock, TX","3","46238"
"City of Philadelphia","27","75000"
"City of San Antonio","2","70641"
"City of Sanger","1","69018"
"City of Syracuse","1","53888"
"City of Temple","5","61266"
"City of Tucson","2","80000"
"City of Venice Florida","4","49386"
"City of Watsonville","3","104166"
"City of Worcester","4","73405"
"City Year","6","125000"
"Cityblock Health","12","126000"
"CitySwifter","8","106000"
"Civica UK Ltd","5","64800"
"Civis Analytics","5","135000"
"CK Group","11","275000"
"Clair","4","120000"
"Clairvoyant","45","130000"
"Clairvoyant Inc.","26","140000"
"Clairvoyant, LLC","18","110000"
"CLARA Analytics","7","160000"
"Clari","17","79200"
"Clarifai","38","108416"
"Clarify Health Solutions","8","200000"
"Claritas Rx","5","112500"
"Claritas Rx Inc.","2","87500"
"Clarity AI","33","101029"
"Clarity Technology Partners","13","130000"
"Clarius Mobile Health","2","90000"
"Clarivate","48","119910"
"Clark Associates","12","95000"
"Clark Davis Associates","17","157500"
"Clark National Accounts","6","60000"
"Clarkston Consulting","15","157500"
"Class Action Capital Recovery LLC","2","70000"
"ClassDojo","9","90000"
"Classic Concepts, Inc.","4","52500"
"ClassLink","15","135000"
"Classy","8","125000"
"Clayco Inc","7","90000"
"clé tile","3","63750"
"CleanDNS","7","90000"
"CLEAR","10","200000"
"Clear Capital","7","125000"
"Clear Street","13","115000"
"ClearScore","8","111175"
"Cleerly","2","165000"
"Clemson University","12","72112"
"Clever Care Health Plan","6","110000"
"CleverConnect","16","147500"
"ClickJobs.io","142","60249"
"Client of Insight Global","4","80000"
"Client Server","53","157500"
"CliftonLarsonAllen","16","225000"
"Clinician Nexus","20","169806"
"CLO Virtual Fashion","3","69000"
"Closed Loop, Inc","9","65000"
"Cloud and Things","35","105000"
"Cloud and Things Inc","14","105000"
"Cloud Resources LLC","31","90000"
"Cloudflare","60","171000"
"CloudFlare","22","122000"
"Cloudflare, Inc.","15","157500"
"Cloverland Farms Dairy","3","70000"
"Clutch Talent","7","170000"
"CME Group","48","125000"
"CMK Select","3","55000"
"CNA Insurance","24","189750"
"Cnam - Auditeurs - Accueil","4","265000"
"CNIC Careers","7","112015"
"Co-Op Financial Services","7","150000"
"Coalition for Responsible Community Development","6","51000"
"Coalition Technologies","5","65000"
"Coastal Medical","1","84542"
"COBALT 27 LLC","3","80000"
"Cobblestone Energy - Dubai, UAE.","8","87500"
"Cobbs Creek Healthcare","10","120000"
"Coca Cola Refreshments Canada","7","90000"
"CockroachDB","8","147500"
"Coda Payments","28","172500"
"Coda Search","1","300000"
"Coda Search│Staffing","25","240000"
"Coda Staffing","11","72500"
"Codazen","8","113000"
"Code Climate","12","150000"
"Codecademy (a Skillsoft company)","12","106800"
"CodeLink","13","50400"
"Coderhouse","12","72000"
"Coders Data","50","80000"
"Codersdata","4","75000"
"CodeStream, Inc.","9","350000"
"Codete","47","157500"
"Codeup","8","72500"
"Codex Recruitment","22","200000"
"CodiFi","8","155000"
"CODING DOJO INC.","12","107500"
"Coforge","71","120000"
"Cogent Infotech Corporation","16","55000"
"Cogent Infotech.","9","55000"
"Cogent Security Consulting","2","137500"
"Cognism","30","96773"
"Cognitiv","8","240000"
"Cognizant","120","175000"
"Cognizant Technology Solutions","112","135500"
"Cognosante","29","115000"
"Cognotic AI","3","120000"
"Cognowiz solutions LLC","8","70000"
"Cohen Veterans Bioscience","7","112500"
"Cohesion","6","110000"
"Cohesity","43","79200"
"Coinbase","30","219225"
"CoinFlip","24","157500"
"CoinTracker","4","90000"
"Colaberry","17","165000"
"Coldwater Creek","7","80000"
"Colgate-Palmolive","59","123500"
"Collabera","83","132500"
"Collaborative Mind LLC","20","149029"
"Collective Health","3","110900"
"Collective[i]","10","125000"
"College of American Pathologists","5","75000"
"College of Charleston","69","47515"
"College of the North Atlantic","2","68123"
"Colliers International EMEA","5","57500"
"Collinwood Technology Partners","11","60000"
"Colorado","5","93438"
"Colorado School of Mines","4","85450"
"Colorado State University","10","102500"
"Columbia Sportswear","4","90000"
"Columbia University","47","100000"
"Columbia University Medical Center","4","68000"
"Comcast","87","189971"
"Comcast Advertising","7","127484"
"Comerica","9","146361"
"Comerica Bank","19","135000"
"Comet","37","125000"
"Commander, Navy Installations","7","78592"
"Commemorative Air Force","2","54000"
"Commerce Bank","15","90000"
"Commodities Trading Shop","2","80000"
"Commonwealth Bank","69","155500"
"Commonwealth of Massachusetts","34","107408"
"Commonwealth of PA","1","81810"
"Commtech","2","100000"
"Commtech Services Inc","2","100000"
"CommuniCare Health Centers","7","96500"
"Communities In Schools of Atlanta","3","67500"
"COMMUNITY ADVOCATES FOR FAMILY & YOUTH (CAFY)","1","45750"
"Community College of Baltimore County","6","87918"
"Community Health Center Network","5","83000"
"Community Health Plan Of Washington","4","98445"
